SQ_CANDIDATO,QT_VOTOS_NOMINAIS
210000012345,1426
210000012347,81
210000012348,126
210000012349,235
210000012350,5
210000012351,138
210000012352,69
210000012353,12
210000012354,26
210000012355,58
210000012356,142
210000012357,45
210000012358,91
210000012359,105
210000012360,146
210000012361,59
210000012362,60
210000012383,910
210000012385,75
210000012386,14
210000012387,90
210000012388,48
210000012390,19
210000012391,142
210000012392,57
210000012393,68
210000012394,12
210000012406,76
210000012408,40
210000012409,35
210000012410,24
210000012411,8925
210000012413,356
210000012414,282
210000012415,248
210000012416,1150
210000012417,196
210000012418,462
210000012419,1138
210000012420,503
210000012421,232
210000012422,109
210000012423,815
210000012424,206
210000012425,325
210000012426,397
210000012427,1261
210000012430,158
210000012431,195
210000012432,159
210000012433,252
210000012434,106
210000012435,23
210000012436,82
210000012437,192
210000012438,929
210000012440,128
210000012441,115
210000012442,8
210000012443,134
210000012444,108
210000012445,21
210000012446,32
210000012447,124
210000012448,68
210000012449,71
210000012450,106
210000012451,19
210000012452,49
210000012453,2947
210000012455,32
210000012456,28
210000012457,241
210000012458,117
210000012459,324
210000012460,26
210000012461,77
210000012462,286
210000012463,215
210000012464,33
210000012465,345
210000012466,16
210000012467,160
210000012468,68
210000012469,89
210000012470,26
210000012471,63
210000012472,91
210000012473,1009
210000012475,130
210000012476,22
210000012477,6
210000012478,115
210000012479,121
210000012480,98
210000012481,64
210000012482,132
210000012483,73
210000012484,2
210000012485,110
210000012486,106
210000012487,2
210000012488,1008
210000012490,116
210000012491,5
210000012492,84
210000012493,36
210000012495,61
210000012496,41
210000012498,153
210000012499,36
210000012500,8
210000012501,56
210000012502,7
210000012503,35
210000012506,67
210000012507,21
210000012509,31
210000012510,37
210000012511,52
210000012512,57
210000012513,294
210000012514,187
210000012515,222
210000012516,15
210000012517,72
210000012518,14
210000012519,38
210000012520,116
210000012521,59
210000012522,12
210000012523,247
210000012525,139
210000012526,148
210000012527,399
210000012528,41
210000012529,45
210000012530,94
210000012531,277
210000012532,100
210000012533,75
210000012535,66
210000012536,683
210000012537,39
210000012538,1532
210000012540,25
210000012541,28
210000012542,178
210000012543,108
210000012544,141
210000012545,23
210000012546,28
210000012548,25
210000012549,136
210000012550,38
210000012551,75
210000012552,62
210000012553,16
210000012554,86
210000012555,126
210000012556,184
210000012557,1662
210000012559,36
210000012560,112
210000012561,195
210000012562,216
210000012563,136
210000012564,100
210000012565,63
210000012566,108
210000012567,12
210000012568,222
210000012569,192
210000012570,157
210000012571,81
210000012572,111
210000012573,99
210000012602,13750
210000012624,9652
210000012626,755
210000012628,40
210000012629,29
210000012630,41
210000012631,41
210000012632,45
210000012633,21
210000012634,56
210000012635,41
210000012636,10
210000012637,32
210000012638,11
210000012639,28
210000012641,52
210000012642,33
210000012643,75
210000012644,13
210000012645,90
210000012646,17780
210000012648,531
210000012649,138
210000012650,788
210000012651,931
210000012652,1152
210000012653,239
210000012654,994
210000012655,511
210000012656,667
210000012657,185
210000012658,1068
210000012659,51
210000012660,140
210000012661,597
210000012662,249
210000012663,53
210000012664,606
210000012666,235
210000012667,632
210000012668,1034
210000012669,215
210000012670,43
210000012671,2539
210000012672,360
210000012673,869
210000012674,386
210000012675,634
210000012676,914
210000012677,30
210000012678,91
210000012679,270
210000012680,464
210000012681,497
210000012682,536
210000012683,141
210000012684,476
210000012685,153
210000012686,174
210000012687,96
210000012688,97
210000012689,141
210000012690,10
210000012691,430
210000012692,268
210000012693,345
210000012694,0
210000012695,8
210000012696,212
210000012697,10
210000012698,37
210000012699,36
210000012700,3
210000012701,607
210000012722,876
210000012723,55
210000012724,27
210000012725,223
210000012726,107
210000012727,228
210000012728,50
210000012729,67
210000012730,474
210000012731,8
210000012732,1437
210000012733,1363
210000012734,151
210000012735,158
210000012736,51
210000012737,124
210000012738,116
210000012739,267
210000012740,332
210000012741,1361
210000012742,1436
210000012744,171
210000012745,95
210000012746,147
210000012747,78
210000012748,85
210000012749,98
210000012750,19
210000012751,45
210000012752,34
210000012753,9
210000012754,83
210000012755,57
210000012756,48
210000012757,65
210000012758,144
210000012760,42
210000012761,15
210000012762,1044
210000012764,6
210000012765,71
210000012766,11
210000012767,55
210000012768,86
210000012769,72
210000012770,75
210000012771,0
210000012772,113
210000012773,144
210000012774,5
210000012775,138
210000012776,19
210000012777,127
210000012778,45
210000012779,27
210000012780,102
210000012781,234
210000012782,70
210000012783,252
210000012784,267
210000012785,67
210000012786,74
210000012787,280
210000012788,73
210000012789,1269
210000012790,243
210000012791,144
210000012792,125
210000012793,32
210000012794,44
210000012795,37
210000012796,132
210000012797,584
210000012798,254
210000012799,56
210000012800,1374
210000012801,83
210000012802,95
210000012803,0
210000012804,146
210000012805,256
210000012806,203
210000012807,27
210000012808,195
210000012809,1007
210000012811,13
210000012812,71
210000012813,71
210000012814,88
210000012815,126
210000012816,113
210000012817,58
210000012818,85
210000012819,64
210000012820,152
210000012821,4
210000012822,40
210000012823,39
210000012824,777
210000012826,39
210000012827,132
210000012828,54
210000012829,71
210000012830,116
210000012831,52
210000012832,37
210000012833,29
210000012834,50
210000012835,15
210000012836,15
210000012837,4
210000012838,38
210000012839,58
210000012840,276
210000012841,49
210000012842,14
210000012843,439
210000012844,101
210000012845,58
210000012846,183
210000012847,925
210000012849,88
210000012850,15
210000012851,106
210000012852,82
210000012853,39
210000012854,2
210000012855,47
210000012856,67
210000012857,150
210000012858,83
210000012859,202
210000012871,1299
210000012873,186
210000012874,157
210000012875,195
210000012876,52
210000012877,217
210000012878,117
210000012879,217
210000012880,63
210000012881,195
210000012882,81
210000012883,188
210000012884,405
210000012885,321
210000012886,108
210000012887,323
210000012888,156
210000012889,508
210000012890,68
210000012892,10
210000012893,1862
210000012895,34
210000012896,10
210000012897,155
210000012898,200
210000012899,19
210000012900,12
210000012901,208
210000012902,52
210000012903,89
210000012904,18
210000012905,54
210000012906,288
210000012907,124
210000012908,185
210000012909,30
210000012910,68
210000012911,36
210000012912,29
210000012913,1380
210000012915,30
210000012916,42
210000012917,108
210000012918,49
210000012919,186
210000012920,134
210000012921,7
210000012922,11
210000012923,44
210000012924,36
210000012925,23
210000012926,4
210000012927,152
210000012928,94
210000012929,104
210000012930,84
210000012931,61
210000012932,113
210000012933,5035
210000012935,378
210000012936,128
210000012937,28
210000012938,207
210000012939,556
210000012940,617
210000012941,518
210000012942,219
210000012943,31
210000012944,45
210000012945,150
210000012946,41
210000012947,92
210000012948,214
210000012949,981
210000012950,206
210000012951,100
210000012952,97
210000012971,16
210000012972,8
210000012973,177
210000012974,33
210000012975,150
210000012976,12
210000012977,17
210000012978,172
210000012979,42
210000012980,148
210000012981,52
210000012982,109
210000012984,2236
210000012986,73
210000012987,87
210000012988,286
210000012989,56
210000012990,142
210000012991,204
210000012992,25
210000012993,235
210000012994,121
210000012995,0
210000013007,49412
210000013009,0
210000013010,76
210000013012,0
210000013013,26
210000013014,191
210000013015,181
210000013016,18
210000013017,80
210000013018,31
210000013019,51
210000013020,24
210000013021,4
210000013023,150
210000013024,204
210000013025,48
210000013026,27
210000013027,39
210000013028,144
210000013029,56
210000013030,1132
210000013032,134
210000013033,77
210000013034,136
210000013035,19
210000013036,0
210000013037,62
210000013038,141
210000013039,64
210000013040,41
210000013041,135
210000013042,103
210000013043,72
210000013044,2372
210000013046,1014
210000013048,83
210000013049,38
210000013050,88
210000013051,87
210000013052,8
210000013053,66
210000013054,116
210000013055,120
210000013056,26
210000013057,121
210000013058,12
210000013059,107
210000013060,25
210000013061,12
210000013062,49
210000013063,59
210000013064,407
210000013065,526
210000013066,379
210000013067,331
210000013068,96
210000013069,64
210000013070,716
210000013071,459
210000013072,1178
210000013073,506
210000013074,696
210000013075,18
210000013076,227
210000013077,3
210000013078,460
210000013079,80
210000013081,543
210000013082,323
210000013083,7
210000013084,153
210000013085,7
210000013086,222
210000013087,301
210000013088,13
210000013089,100
210000013090,3
210000013091,5
210000013092,231
210000013093,126
210000013094,88
210000013095,95
210000013096,0
210000013097,181
210000013098,120
210000013099,103
210000013100,2760
210000013102,1
210000013103,95
210000013104,1
210000013105,103
210000013106,99
210000013107,3522
210000013109,85
210000013110,90
210000013111,63
210000013112,367
210000013113,203
210000013114,126
210000013115,39
210000013116,411
210000013117,318
210000013118,194
210000013119,141
210000013120,267
210000013121,264
210000013122,89
210000013123,309
210000013124,234
210000013125,66
210000013126,25
210000013127,64
210000013128,26
210000013129,651
210000013130,23
210000013131,80
210000013132,20
210000013133,249
210000013134,114
210000013135,125
210000013136,134
210000013137,157
210000013138,134
210000013139,27
210000013140,663
210000013141,651
210000013142,1002
210000013143,59
210000013145,1092
210000013146,2369
210000013148,1213
210000013150,104
210000013151,85
210000013152,120
210000013153,52
210000013154,21
210000013155,100
210000013156,109
210000013157,46
210000013158,88
210000013159,150
210000013160,32
210000013161,15
210000013162,17
210000013163,1032
210000013165,228
210000013166,197
210000013167,12
210000013168,47
210000013169,132
210000013170,407
210000013171,49
210000013172,29
210000013174,152
210000013175,28
210000013176,1211
210000013178,98
210000013179,41
210000013180,55
210000013181,248
210000013182,8
210000013184,118
210000013185,13
210000013186,85
210000013187,59
210000013188,114
210000013189,3
210000013190,92
210000013191,106
210000013192,23
210000013193,2422
210000013195,363
210000013196,33
210000013197,105
210000013198,423
210000013199,181
210000013200,43
210000013201,386
210000013202,38
210000013203,20
210000013204,40
210000013205,255
210000013206,6324
210000013207,81
210000013208,45
210000013209,1258
210000013210,39
210000013211,718
210000013212,181
210000013213,1087
210000013214,31
210000013215,150
210000013216,1205
210000013217,44
210000013218,102
210000013219,211
210000013220,401
210000013221,2277
210000013222,1795
210000013223,308
210000013224,733
210000013225,209
210000013226,216
210000013227,279
210000013228,309
210000013229,377
210000013230,457
210000013231,46
210000013233,762
210000013234,778
210000013235,1530
210000013236,546
210000013237,1880
210000013238,12650
210000013240,3728
210000013242,438
210000013243,397
210000013244,523
210000013245,333
210000013246,438
210000013247,340
210000013248,372
210000013250,513
210000013251,423
210000013252,5
210000013254,376
210000013255,4
210000013256,346
210000013257,0
210000013258,1037
210000013260,98
210000013261,92
210000013262,8
210000013263,63
210000013264,35
210000013265,26
210000013266,110
210000013267,128
210000013268,84
210000013269,155
210000013270,50
210000013271,150
210000013272,344
210000013273,67
210000013274,287
210000013275,2094
210000013276,367
210000013277,1163
210000013278,358
210000013279,81
210000013280,185
210000013281,280
210000013282,1586
210000013283,1607
210000013284,536
210000013285,1789
210000013286,1352
210000013287,159
